,Year,Month,Day,avgtempC,windspeedKmph,humidity,visibilityKm,pressureInches,cloudcover,HeatIndexC,weatherDesc,totalprecipMM
2330,2014,11,17,21,13,68,10,30,6,21,12,0
2331,2014,11,18,21,13,70,9,30,14,22,12,0
2332,2014,11,19,22,12,70,9,30,16,22,12,0
2333,2014,11,20,21,12,74,8,30,17,21,12,0
2334,2014,11,21,21,11,67,9,30,22,22,12,0
2335,2014,11,22,21,8,76,7,30,35,23,12,0.01
2336,2014,11,23,21,11,67,8,30,28,22,12,0
2337,2014,11,24,21,11,68,10,30,11,22,12,0
2338,2014,11,25,20,13,72,8,30,14,21,12,0
2339,2014,11,26,20,11,66,10,30,4,21,12,0
2340,2014,11,27,20,10,58,10,30,7,21,12,0
2341,2014,11,28,20,10,56,10,30,53,20,1,0
2342,2014,11,29,20,10,54,10,30,20,20,1,0
2343,2014,11,30,20,14,58,10,30,33,20,1,0
2344,2014,12,1,21,14,58,10,30,32,21,1,0.01
2345,2014,12,2,21,10,63,10,30,12,22,12,0
2346,2014,12,3,20,10,54,10,30,8,20,12,0
2347,2014,12,4,20,10,49,10,30,3,21,12,0
2348,2014,12,5,19,10,54,10,30,3,21,12,0
2349,2014,12,6,20,11,64,9,30,20,20,1,0
2350,2014,12,7,22,9,72,8,30,29,23,12,0
2351,2014,12,8,22,8,80,8,30,50,23,3,2.26
2352,2014,12,9,22,8,73,8,30,38,24,12,0.01
2353,2014,12,10,22,10,79,9,30,33,23,12,1.09
2354,2014,12,11,21,8,84,7,30,66,22,1,5.29
2355,2014,12,12,22,12,82,8,30,61,23,1,1.99
2356,2014,12,13,21,10,76,8,30,51,22,1,0.04
2357,2014,12,14,21,11,82,8,30,57,22,1,0.24
2358,2014,12,15,21,8,80,8,30,60,22,1,0.88
2359,2014,12,16,21,13,77,9,30,33,22,12,0.06
2360,2014,12,17,21,15,77,9,30,40,21,1,0.02
2361,2014,12,18,20,16,82,10,30,69,21,2,0.14
2362,2014,12,19,21,15,80,10,31,60,21,1,0.28
2363,2014,12,20,20,9,78,9,30,45,21,1,0.01
2364,2014,12,21,20,8,71,8,30,21,21,12,0
2365,2014,12,22,20,12,74,8,30,33,21,12,0
2366,2014,12,23,20,10,74,8,30,40,21,12,0
2367,2014,12,24,21,10,75,9,30,42,22,12,0.03
2368,2014,12,25,20,9,68,8,30,16,21,12,0
2369,2014,12,26,19,12,56,10,30,9,19,12,0
2370,2014,12,27,19,11,54,10,30,13,20,12,0
2371,2014,12,28,20,11,74,10,30,52,21,1,0.06
2372,2014,12,29,21,12,79,8,30,56,21,1,0.36
2373,2014,12,30,22,12,72,10,30,26,22,12,0.14
2374,2014,12,31,22,7,70,10,30,35,24,1,0.08
2375,2015,1,1,23,10,74,9,30,45,23,3,1.07
2376,2015,1,2,23,9,73,9,30,37,24,1,0.3
2377,2015,1,3,22,9,75,8,30,28,23,12,0.2
2378,2015,1,4,23,9,70,8,30,47,23,1,0.3
2379,2015,1,5,23,11,68,8,30,43,23,12,0
2380,2015,1,6,23,8,65,9,30,19,24,12,0
2381,2015,1,7,23,7,63,10,30,28,23,12,0
2382,2015,1,8,23,6,59,10,30,14,24,12,0
2383,2015,1,9,22,9,64,10,30,22,22,12,0.5
2384,2015,1,10,21,12,50,9,30,8,20,12,0
2385,2015,1,11,20,12,40,10,30,0,19,12,0
2386,2015,1,12,20,11,50,10,30,0,20,12,0
2387,2015,1,13,20,9,51,10,30,0,20,12,0
2388,2015,1,14,21,8,54,10,30,1,20,12,0
2389,2015,1,15,21,10,57,10,30,2,20,12,0
2390,2015,1,16,21,11,64,10,30,19,22,12,0
2391,2015,1,17,22,11,61,10,30,17,22,12,0
2392,2015,1,18,22,11,57,10,30,9,22,12,0
2393,2015,1,19,21,14,59,10,30,9,21,12,0
2394,2015,1,20,21,11,62,9,30,19,21,12,0
2395,2015,1,21,21,13,64,10,31,24,21,12,0
2396,2015,1,22,21,10,58,10,31,15,21,12,0
2397,2015,1,23,21,14,68,9,30,29,21,12,0
2398,2015,1,24,21,14,71,10,30,48,22,1,0.4
2399,2015,1,25,22,15,60,10,30,20,22,12,0
2400,2015,1,26,20,16,60,10,30,4,20,12,0
2401,2015,1,27,20,15,66,10,30,16,20,12,0
2402,2015,1,28,21,13,67,10,30,22,21,12,0
2403,2015,1,29,22,12,67,10,30,36,23,12,0
2404,2015,1,30,23,13,64,10,30,18,23,12,0
2405,2015,1,31,22,16,54,10,30,4,22,12,0
2406,2015,2,1,22,13,59,9,30,10,21,12,0
2407,2015,2,2,21,17,64,10,30,18,21,12,0
2408,2015,2,3,20,16,62,10,31,14,20,12,0
2409,2015,2,4,20,15,59,9,31,12,20,12,0
2410,2015,2,5,22,13,48,10,30,12,21,12,0
2411,2015,2,6,22,14,45,10,30,16,22,12,0
2412,2015,2,7,22,13,52,10,30,24,22,12,0
2413,2015,2,8,22,12,48,10,30,6,22,12,0
2414,2015,2,9,22,16,53,10,30,6,21,12,0
2415,2015,2,10,21,14,55,10,30,10,20,12,0
2416,2015,2,11,22,11,52,10,30,5,22,12,0
2417,2015,2,12,23,11,56,9,30,22,23,12,0
2418,2015,2,13,24,10,48,10,30,9,24,12,0
2419,2015,2,14,25,10,43,10,30,3,24,12,0
2420,2015,2,15,25,11,38,10,30,2,25,12,0
2421,2015,2,16,24,11,43,10,30,2,24,12,0
2422,2015,2,17,24,10,38,10,30,0,24,12,0
2423,2015,2,18,25,10,40,10,30,1,24,12,0
2424,2015,2,19,24,10,40,10,30,4,24,12,0
2425,2015,2,20,23,15,45,10,30,5,23,12,0
2426,2015,2,21,23,17,43,10,30,4,22,12,0
2427,2015,2,22,23,16,39,10,30,3,23,12,0
2428,2015,2,23,23,16,31,10,30,0,23,12,0
2429,2015,2,24,23,14,28,10,30,0,23,12,0
2430,2015,2,25,26,8,32,10,30,0,25,12,0
2431,2015,2,26,26,8,39,10,30,6,26,12,0
2432,2015,2,27,26,9,48,10,30,12,26,12,0
2433,2015,2,28,24,11,67,9,30,25,25,12,4.7
2434,2015,3,1,24,14,70,9,30,26,25,3,5
2435,2015,3,2,24,8,68,10,30,43,25,12,1.1
2436,2015,3,3,25,6,66,9,30,40,26,3,4.6
2437,2015,3,4,25,8,64,10,30,21,26,12,2.6
2438,2015,3,5,25,10,63,10,30,16,26,12,1.5
2439,2015,3,6,25,9,63,9,30,21,26,3,6.7
2440,2015,3,7,25,9,64,9,30,22,26,3,2.9
2441,2015,3,8,24,15,62,10,30,18,25,12,0.1
2442,2015,3,9,24,14,58,10,30,14,25,12,0
2443,2015,3,10,22,12,69,10,30,24,22,1,0
2444,2015,3,11,25,12,47,10,30,50,26,3,0.6
2445,2015,3,12,25,11,51,10,30,48,26,3,1.1
2446,2015,3,13,25,11,55,10,30,52,26,3,2.39
2447,2015,3,14,26,11,54,10,30,54,27,3,3.27
2448,2015,3,15,25,10,56,10,30,55,27,3,8.85
2449,2015,3,16,25,10,54,10,30,52,27,1,2.51
2450,2015,3,17,26,9,50,10,30,51,27,3,1.52
2451,2015,3,18,26,10,46,10,30,46,27,3,0.15
2452,2015,3,19,26,15,38,10,30,4,26,12,0
2453,2015,3,20,26,15,36,10,30,1,26,12,0
2454,2015,3,21,27,15,34,10,30,0,26,12,0
2455,2015,3,22,28,13,30,10,30,1,27,12,0
2456,2015,3,23,28,11,33,10,30,7,28,12,0
2457,2015,3,24,28,13,39,10,30,6,28,12,0
2458,2015,3,25,28,15,43,10,30,5,28,12,0
2459,2015,3,26,27,14,45,10,30,5,27,12,0
2460,2015,3,27,27,14,42,10,30,3,27,12,0
2461,2015,3,28,27,12,42,10,30,1,26,12,0
2462,2015,3,29,27,12,48,9,30,9,27,12,0
2463,2015,3,30,27,12,45,10,30,6,27,12,0
2464,2015,3,31,27,10,54,10,30,27,28,12,1.1
2465,2015,4,1,27,10,57,10,30,28,28,12,1.2
2466,2015,4,2,28,9,50,9,30,14,29,12,5.4
2467,2015,4,3,28,8,48,10,30,23,29,12,2.9
2468,2015,4,4,30,9,40,10,30,8,30,12,0
2469,2015,4,5,29,9,43,10,30,13,30,12,0
2470,2015,4,6,28,9,50,10,30,30,29,1,0.2
2471,2015,4,7,29,8,51,10,30,30,29,1,0
2472,2015,4,8,28,12,49,10,30,13,29,12,0
2473,2015,4,9,28,11,54,10,30,14,29,12,0.8
2474,2015,4,10,28,10,48,10,30,12,28,12,1.4
2475,2015,4,11,29,5,45,10,30,26,29,1,0
2476,2015,4,12,27,8,53,9,30,32,28,3,8.9
2477,2015,4,13,28,9,47,9,30,28,29,12,6.56
2478,2015,4,14,28,9,47,10,30,46,30,3,0.86
2479,2015,4,15,28,8,48,10,30,48,30,3,0.71
2480,2015,4,16,26,8,56,10,30,21,27,12,0.57
2481,2015,4,17,27,7,51,10,30,29,28,1,0.45
2482,2015,4,18,27,8,52,10,30,33,27,1,0.2
2483,2015,4,19,28,12,49,10,30,10,28,12,0
2484,2015,4,20,28,11,54,10,30,11,29,12,0
2485,2015,4,21,27,13,58,10,30,16,29,12,3.9
2486,2015,4,22,28,7,54,10,30,20,30,1,1.94
2487,2015,4,23,29,9,56,9,30,27,30,12,7.5
2488,2015,4,24,29,8,52,10,30,22,30,3,2.8
2489,2015,4,25,28,8,55,9,30,22,29,3,3.2
2490,2015,4,26,27,9,54,10,30,20,28,1,0.2
2491,2015,4,27,27,11,57,10,30,23,28,12,0
2492,2015,4,28,28,8,52,10,30,41,30,15,1.43
2493,2015,4,29,29,9,52,10,30,19,30,3,1.8
2494,2015,4,30,29,8,47,10,30,12,30,12,0.3
2495,2015,5,1,30,9,45,10,30,6,30,12,0.2
2496,2015,5,2,29,9,51,10,30,13,29,12,1.8
2497,2015,5,3,29,6,53,10,30,25,30,12,1.3
2498,2015,5,4,29,10,50,10,30,19,29,1,0.3
2499,2015,5,5,28,8,55,10,30,19,29,12,0.7
2500,2015,5,6,28,9,53,9,30,25,29,12,7.3
2501,2015,5,7,29,6,57,10,30,26,30,12,3.7
2502,2015,5,8,30,8,50,10,30,13,31,12,1.1
2503,2015,5,9,30,9,46,10,30,13,31,12,0.2
2504,2015,5,10,30,9,49,10,30,15,30,12,0
2505,2015,5,11,28,9,52,10,30,38,28,1,0
2506,2015,5,12,27,9,49,10,30,57,28,2,1
2507,2015,5,13,24,11,73,9,30,50,26,1,2.5
2508,2015,5,14,26,10,68,10,30,40,27,1,5.8
2509,2015,5,15,27,9,68,8,30,54,28,1,20.8
2510,2015,5,16,26,6,75,8,30,72,28,4,24.3
2511,2015,5,17,27,6,72,7,30,36,29,4,17
2512,2015,5,18,27,10,68,10,30,35,29,12,2.3
2513,2015,5,19,28,13,66,10,30,30,30,1,5.7
2514,2015,5,20,28,12,56,10,30,20,29,12,0.2
2515,2015,5,21,28,18,65,10,30,18,30,12,0
2516,2015,5,22,28,17,65,9,30,17,30,12,9.9
2517,2015,5,23,28,18,63,10,30,13,29,12,0.2
2518,2015,5,24,28,17,61,10,30,17,30,12,1.2
2519,2015,5,25,28,17,54,10,30,10,29,12,0
2520,2015,5,26,28,15,50,10,30,3,29,12,0.1
2521,2015,5,27,28,17,57,10,30,12,29,12,6.64
2522,2015,5,28,29,14,56,10,30,23,30,12,0.5
2523,2015,5,29,28,12,63,9,30,43,29,1,20.9
2524,2015,5,30,29,10,52,10,30,12,30,12,2.1
2525,2015,5,31,28,14,61,9,30,25,29,12,18.3
2526,2015,6,1,27,11,64,10,30,33,28,6,4.6
2527,2015,6,2,27,11,68,9,30,47,28,4,9.3
2528,2015,6,3,27,8,64,8,30,37,29,4,20.9
2529,2015,6,4,27,7,68,9,30,29,28,3,8.3
2530,2015,6,5,27,8,65,10,30,20,28,12,2.7
2531,2015,6,6,27,10,61,10,30,19,29,12,0
2532,2015,6,7,27,13,60,10,30,40,28,1,0
2533,2015,6,8,27,14,59,10,30,20,28,12,0.2
2534,2015,6,9,26,16,67,10,30,35,27,12,11.2
2535,2015,6,10,26,14,64,9,30,45,28,1,1
2536,2015,6,11,26,13,63,10,30,29,28,3,6.9
2537,2015,6,12,25,14,69,9,30,20,27,3,7.3
2538,2015,6,13,25,17,73,10,30,36,27,1,6.1
2539,2015,6,14,24,20,71,10,30,44,25,1,3.63
2540,2015,6,15,24,20,65,10,30,25,26,12,0
2541,2015,6,16,23,22,73,10,30,68,25,2,0.6
2542,2015,6,17,24,26,72,10,30,64,25,6,6.9
2543,2015,6,18,22,24,76,9,30,85,24,1,5.51
2544,2015,6,19,22,27,77,4,30,76,24,10,2.7
2545,2015,6,20,23,29,75,10,30,67,25,2,4.7
2546,2015,6,21,23,30,74,10,30,71,25,1,1.3
2547,2015,6,22,23,29,72,10,30,72,25,2,0.8
2548,2015,6,23,24,27,69,10,30,54,26,3,1.4
2549,2015,6,24,24,27,68,10,30,58,26,1,0.6
2550,2015,6,25,25,28,67,10,30,51,26,1,0.3
2551,2015,6,26,25,29,68,10,30,62,26,1,0.4
2552,2015,6,27,26,29,63,10,30,50,27,12,0.2
2553,2015,6,28,26,23,63,10,30,40,27,3,2.5
2554,2015,6,29,25,18,68,10,30,37,26,3,3.4
2555,2015,6,30,25,17,67,10,30,32,26,1,1.15
2556,2015,7,1,25,18,63,10,30,23,26,12,0
2557,2015,7,2,26,17,62,10,30,31,27,12,2.8
2558,2015,7,3,25,17,66,9,30,25,27,4,10.9
2559,2015,7,4,26,19,65,10,30,29,27,1,0.1
2560,2015,7,5,26,19,61,10,30,14,27,12,0
2561,2015,7,6,25,23,59,10,30,7,26,12,0
2562,2015,7,7,25,23,59,10,30,17,25,12,0
2563,2015,7,8,26,23,61,10,30,36,27,1,0.5
2564,2015,7,9,26,24,62,10,30,40,27,1,3.8
2565,2015,7,10,24,24,66,10,30,63,26,2,0.1
2566,2015,7,11,25,25,61,10,30,35,27,1,0
2567,2015,7,12,25,20,62,10,30,34,26,12,4.7
2568,2015,7,13,26,15,63,9,30,29,27,12,14.4
2569,2015,7,14,26,14,65,10,30,36,28,1,4.6
2570,2015,7,15,25,17,69,9,30,40,27,1,10.35
2571,2015,7,16,24,20,70,10,30,35,26,3,5.4
2572,2015,7,17,24,25,68,10,30,35,25,12,0.2
2573,2015,7,18,24,24,69,10,30,55,26,1,3.4
2574,2015,7,19,24,29,68,9,30,47,26,1,2.5
2575,2015,7,20,24,24,70,10,30,67,25,2,0.1
2576,2015,7,21,24,20,69,10,30,53,26,1,0.1
2577,2015,7,22,25,17,70,9,30,41,26,1,15.9
2578,2015,7,23,24,18,73,10,30,45,26,1,7.2
2579,2015,7,24,24,20,74,9,30,56,26,1,2.7
2580,2015,7,25,25,20,69,10,30,42,26,1,0.5
2581,2015,7,26,24,20,69,10,30,36,26,1,1.5
2582,2015,7,27,24,18,72,8,30,60,26,1,21.7
2583,2015,7,28,25,15,70,9,30,42,26,1,6
2584,2015,7,29,25,14,63,10,30,18,26,12,0.2
2585,2015,7,30,25,15,63,10,30,18,26,12,1.9
2586,2015,7,31,25,15,69,8,30,33,26,1,22.18
2587,2015,8,1,24,16,74,9,30,55,25,3,4.1
2588,2015,8,2,24,15,76,7,30,55,25,8,6.7
2589,2015,8,3,24,18,75,10,30,41,25,1,2.3
2590,2015,8,4,24,19,72,10,30,35,25,1,0.3
2591,2015,8,5,24,22,68,10,30,27,25,12,0.7
2592,2015,8,6,24,23,68,10,30,36,25,1,0.8
2593,2015,8,7,25,21,69,10,30,50,26,1,1.7
2594,2015,8,8,25,20,69,10,30,40,26,1,0.1
2595,2015,8,9,24,21,71,10,30,46,26,1,0.4
2596,2015,8,10,25,19,73,9,30,46,26,4,13.1
2597,2015,8,11,25,20,72,9,30,50,27,1,9.2
2598,2015,8,12,24,21,75,10,30,61,25,2,0.7
2599,2015,8,13,24,18,73,10,30,48,25,1,4.3
2600,2015,8,14,25,17,72,10,30,37,26,1,1.21
2601,2015,8,15,25,14,70,8,30,36,27,12,18.2
2602,2015,8,16,25,13,72,9,30,32,27,12,21.4
2603,2015,8,17,25,8,74,8,30,35,27,12,27.9
2604,2015,8,18,26,8,71,9,30,28,28,12,6.8
2605,2015,8,19,25,10,73,9,30,26,27,1,18
2606,2015,8,20,25,10,78,8,30,48,27,12,32.2
2607,2015,8,21,25,13,77,8,30,54,27,1,5.8
2608,2015,8,22,24,14,81,9,30,60,26,6,26.4
2609,2015,8,23,23,15,77,9,30,34,25,3,11.6
2610,2015,8,24,23,15,74,8,30,30,25,3,7.13
2611,2015,8,25,24,14,73,9,30,37,25,1,0.5
2612,2015,8,26,24,16,75,10,30,39,25,1,3.9
2613,2015,8,27,22,14,86,7,30,79,24,4,17.9
2614,2015,8,28,24,16,73,10,30,30,25,12,0
2615,2015,8,29,24,14,71,9,30,31,25,12,2.4
2616,2015,8,30,25,13,70,9,30,30,26,12,0.7
2617,2015,8,31,25,13,69,10,30,25,26,12,6.1
2618,2015,9,1,23,13,80,9,30,64,25,3,2.63
2619,2015,9,2,26,9,64,10,30,30,27,12,0.1
2620,2015,9,3,26,6,70,9,30,29,28,4,14
2621,2015,9,4,26,6,73,10,30,47,28,1,1.87
2622,2015,9,5,23,14,78,8,30,62,25,3,4.63
2623,2015,9,6,23,14,79,8,30,62,25,3,5.38
2624,2015,9,7,22,10,87,8,30,87,24,8,6.74
2625,2015,9,8,22,12,86,4,30,78,23,16,4.17
2626,2015,9,9,23,14,81,7,30,57,25,4,18.6
2627,2015,9,10,23,13,80,8,30,49,24,3,3.7
2628,2015,9,11,23,14,79,9,30,60,24,1,3.3
2629,2015,9,12,24,15,74,10,30,35,25,1,0.4
2630,2015,9,13,23,16,76,10,30,31,25,3,1.7
2631,2015,9,14,23,20,78,10,30,46,24,3,3.2
2632,2015,9,15,21,21,86,9,30,56,22,1,1.1
2633,2015,9,16,22,23,80,10,30,48,23,1,0.11
2634,2015,9,17,23,14,80,9,30,65,24,15,1.78
2635,2015,9,18,23,14,79,9,30,62,24,3,1.26
2636,2015,9,19,23,13,79,8,30,66,24,3,2.02
2637,2015,9,20,23,12,80,8,30,67,24,3,3.32
2638,2015,9,21,24,9,71,9,30,25,25,12,0
2639,2015,9,22,25,6,68,10,30,27,27,12,0
2640,2015,9,23,25,6,73,9,30,51,27,2,6.3
2641,2015,9,24,26,6,75,8,30,36,28,4,24.1
2642,2015,9,25,26,6,73,8,30,26,28,4,29.3
2643,2015,9,26,25,8,73,9,30,25,27,12,8.8
2644,2015,9,27,25,7,77,6,30,35,27,13,50.9
2645,2015,9,28,24,8,77,8,30,36,27,4,12.3
2646,2015,9,29,24,9,77,10,30,36,26,12,2
2647,2015,9,30,24,11,80,7,30,48,26,12,6.7
2648,2015,10,1,24,10,81,6,30,58,25,12,18.5
2649,2015,10,2,24,10,80,8,30,66,26,1,0.4
2650,2015,10,3,24,11,79,8,30,44,26,1,0.6
2651,2015,10,4,23,12,89,7,30,85,25,6,13.2
2652,2015,10,5,22,10,92,6,30,87,23,6,7.7
2653,2015,10,6,23,10,79,7,30,50,24,3,1.1
2654,2015,10,7,24,8,77,10,30,32,25,12,4.6
2655,2015,10,8,23,13,80,8,30,38,25,3,3.4
2656,2015,10,9,23,12,80,10,30,44,24,1,0.1
2657,2015,10,10,24,11,77,8,30,32,25,12,1.5
2658,2015,10,11,24,6,78,8,30,42,26,1,31.2
2659,2015,10,12,24,9,69,10,30,26,26,12,1.3
2660,2015,10,13,24,9,63,10,30,13,25,12,0
2661,2015,10,14,24,10,57,10,30,6,24,12,0
2662,2015,10,15,24,8,59,10,30,15,25,12,0
2663,2015,10,16,24,9,63,10,30,14,25,12,0
2664,2015,10,17,24,11,72,8,30,27,25,12,0
2665,2015,10,18,24,10,72,8,30,34,26,12,0
2666,2015,10,19,24,10,71,9,30,19,25,12,0
2667,2015,10,20,24,10,71,7,30,38,25,12,0.3
2668,2015,10,21,24,10,74,7,30,43,25,12,0.3
2669,2015,10,22,23,11,61,10,30,12,24,12,0
2670,2015,10,23,24,9,52,10,30,2,25,12,0
2671,2015,10,24,24,10,64,9,30,40,26,4,9.13
2672,2015,10,25,23,12,68,9,30,30,24,12,0
2673,2015,10,26,22,12,75,8,30,44,23,12,0
2674,2015,10,27,23,11,68,9,30,15,24,12,0.3
2675,2015,10,28,24,11,73,10,30,39,25,12,2.3
2676,2015,10,29,24,10,74,9,30,32,26,12,0.3
2677,2015,10,30,24,12,77,8,30,36,25,3,4.1
2678,2015,10,31,24,10,78,10,30,28,25,3,3.5
2679,2015,11,1,23,11,82,8,30,54,25,6,9.6
2680,2015,11,2,23,5,86,8,30,86,24,6,7.17
2681,2015,11,3,22,3,89,8,30,61,23,16,16.4
2682,2015,11,4,23,6,83,8,30,55,24,6,4.1
2683,2015,11,5,23,10,75,10,30,35,24,1,2.6
2684,2015,11,6,23,11,76,9,30,35,24,3,3.3
2685,2015,11,7,23,12,74,10,30,37,24,1,0.9
2686,2015,11,8,22,16,78,10,30,32,23,12,1.2
2687,2015,11,9,20,23,92,7,30,91,21,14,97.2
2688,2015,11,10,19,23,95,7,30,97,19,8,42.2
2689,2015,11,11,20,14,96,9,30,95,21,6,10.9
2690,2015,11,12,22,12,87,7,30,69,23,1,4.3
2691,2015,11,13,21,12,77,10,30,35,22,1,0.6
2692,2015,11,14,20,13,72,10,30,19,21,12,0
2693,2015,11,15,19,14,86,8,30,72,20,9,30.1
2694,2015,11,16,19,17,94,9,30,87,19,8,15
2695,2015,11,17,19,12,93,4,30,89,19,7,0.7
2696,2015,11,18,20,12,91,4,30,91,21,6,0.8
2697,2015,11,19,22,13,89,7,30,78,23,6,2.4
2698,2015,11,20,22,15,87,9,30,73,23,1,1.2
2699,2015,11,21,22,14,83,9,30,56,23,1,0.4
2700,2015,11,22,22,16,87,6,30,75,23,16,3.2
2701,2015,11,23,22,14,89,7,30,86,23,2,1.7
2702,2015,11,24,22,13,80,9,30,44,23,1,1.1
2703,2015,11,25,21,11,72,10,30,8,22,12,0
2704,2015,11,26,21,9,80,8,30,49,22,1,0.5
2705,2015,11,27,22,9,73,9,30,24,23,12,0
2706,2015,11,28,21,10,66,10,30,5,22,12,0
2707,2015,11,29,21,12,88,7,30,70,21,6,1.3
2708,2015,11,30,22,13,86,8,30,74,23,1,1.4
2709,2015,12,1,21,12,88,8,30,83,22,6,3.2
2710,2015,12,2,20,13,92,4,30,96,21,10,19.27
2711,2015,12,3,21,13,84,8,30,63,23,6,0.73
2712,2015,12,4,23,16,74,10,30,33,24,1,0.54
2713,2015,12,5,21,16,76,9,30,34,22,1,0
2714,2015,12,6,21,17,79,9,30,35,22,1,0
2715,2015,12,7,21,12,80,9,30,35,22,12,0.5
2716,2015,12,8,21,12,67,9,30,20,22,12,0
2717,2015,12,9,22,15,82,10,30,51,23,1,1.3
2718,2015,12,10,23,14,83,9,30,56,24,1,0
2719,2015,12,11,23,10,82,7,30,45,24,1,0.1
2720,2015,12,12,23,9,76,8,30,56,24,1,0
2721,2015,12,13,23,8,77,8,30,41,24,3,0.7
2722,2015,12,14,23,7,77,9,30,29,24,12,2.8
2723,2015,12,15,23,9,81,8,30,36,23,12,0
2724,2015,12,16,23,8,75,8,30,33,23,12,0
2725,2015,12,17,21,11,74,8,30,7,21,12,0
2726,2015,12,18,20,12,75,8,30,49,21,3,0.32
2727,2015,12,19,20,11,73,9,30,55,21,3,0.23
2728,2015,12,20,20,10,74,8,30,55,21,3,0.19
2729,2015,12,21,22,9,67,8,30,26,22,12,0
2730,2015,12,22,22,11,62,10,30,7,22,12,0
2731,2015,12,23,21,10,70,9,31,11,22,12,0
2732,2015,12,24,21,10,66,9,30,7,22,12,0
2733,2015,12,25,21,13,69,9,30,26,21,12,0
2734,2015,12,26,21,14,74,8,30,29,21,12,0
2735,2015,12,27,20,13,81,8,31,59,21,2,0.2
2736,2015,12,28,21,12,67,7,31,28,22,12,0
2737,2015,12,29,21,11,70,9,30,43,22,3,0.31
2738,2015,12,30,21,12,62,10,30,1,22,12,0
2739,2015,12,31,20,15,59,10,31,1,20,12,0
2740,2016,1,1,20,14,65,9,31,5,20,12,0
2741,2016,1,2,21,12,53,10,31,1,21,12,0
2742,2016,1,3,21,12,53,10,31,1,21,12,0
2743,2016,1,4,21,10,66,10,30,39,22,3,0.32
2744,2016,1,5,22,12,50,10,30,12,22,12,0
2745,2016,1,6,21,9,64,10,30,14,21,12,0
2746,2016,1,7,21,12,65,10,31,15,21,12,0
2747,2016,1,8,21,10,62,10,31,13,21,12,0
2748,2016,1,9,21,11,50,10,30,2,21,12,0
2749,2016,1,10,21,11,53,10,30,3,21,12,0
2750,2016,1,11,21,11,49,10,30,3,21,12,0
2751,2016,1,12,21,10,52,10,30,2,21,12,0
2752,2016,1,13,22,9,52,10,30,4,21,12,0
2753,2016,1,14,22,10,51,10,30,1,21,12,0
2754,2016,1,15,21,11,59,10,30,8,21,12,0
2755,2016,1,16,23,8,57,10,30,20,23,12,0
2756,2016,1,17,22,10,59,10,30,26,22,12,0
2757,2016,1,18,22,8,62,10,30,34,23,12,2.1
2758,2016,1,19,22,7,73,10,30,43,23,1,1.5
2759,2016,1,20,22,7,80,9,30,66,23,6,14.9
2760,2016,1,21,23,8,74,10,30,40,24,3,2.8
2761,2016,1,22,22,14,76,9,30,46,23,1,0.6
2762,2016,1,23,22,15,78,9,30,65,22,6,0.7
2763,2016,1,24,21,14,78,10,30,54,22,1,0.1
2764,2016,1,25,24,10,68,10,30,42,24,1,0.1
2765,2016,1,26,24,8,66,9,30,28,25,12,0.2
2766,2016,1,27,24,8,61,9,30,19,25,12,0
2767,2016,1,28,25,9,53,10,30,7,25,12,0
2768,2016,1,29,25,10,48,10,30,2,25,12,0
2769,2016,1,30,23,13,53,10,30,2,24,12,0
2770,2016,1,31,24,12,46,10,30,0,23,12,0
2771,2016,2,1,24,12,37,10,30,0,24,12,0
2772,2016,2,2,24,11,35,10,30,0,23,12,0
2773,2016,2,3,24,12,36,10,30,0,23,12,0
2774,2016,2,4,24,12,41,10,30,1,23,12,0
2775,2016,2,5,23,11,48,10,30,3,23,12,0
2776,2016,2,6,23,11,55,10,30,6,24,12,0
2777,2016,2,7,25,6,57,10,30,16,25,12,0
2778,2016,2,8,25,12,60,10,30,18,25,12,0
2779,2016,2,9,25,10,51,10,30,8,25,12,0
2780,2016,2,10,26,7,45,10,30,15,26,12,0
2781,2016,2,11,26,8,39,10,30,8,26,12,0
2782,2016,2,12,26,8,45,10,30,12,26,12,0
2783,2016,2,13,26,8,47,10,30,12,26,12,0
2784,2016,2,14,24,15,47,10,30,3,24,12,0
2785,2016,2,15,24,15,55,10,30,4,24,12,0
2786,2016,2,16,24,14,60,9,30,21,23,12,0
2787,2016,2,17,24,17,52,10,30,25,24,1,0
2788,2016,2,18,24,17,59,10,30,14,24,12,0
2789,2016,2,19,25,14,48,10,30,3,25,12,0
2790,2016,2,20,26,10,52,10,30,8,26,12,0
2791,2016,2,21,27,9,49,10,30,6,27,12,0
2792,2016,2,22,28,11,42,10,30,2,28,12,0
2793,2016,2,23,27,11,43,10,30,0,27,12,0
2794,2016,2,24,27,8,42,10,30,2,28,12,0
2795,2016,2,25,27,8,46,10,30,22,28,1,0.1
2796,2016,2,26,25,14,59,9,30,13,26,12,0
2797,2016,2,27,25,15,59,9,30,19,25,12,0
2798,2016,2,28,25,14,57,9,30,31,26,12,0
2799,2016,2,29,25,14,56,10,30,24,25,12,0
2800,2016,3,1,25,13,56,10,30,10,25,12,0
2801,2016,3,2,25,13,53,10,30,13,25,12,0
2802,2016,3,3,26,14,47,10,30,13,26,12,0
2803,2016,3,4,26,12,39,10,30,4,25,12,0
2804,2016,3,5,26,12,47,10,30,5,25,12,0
2805,2016,3,6,26,11,49,9,30,10,26,12,0
2806,2016,3,7,25,12,50,10,30,15,25,12,0
2807,2016,3,8,27,9,46,10,30,2,27,12,0
